CNPJ,ESPECIALIDADE
2749926001009,Americana | Brasileira
2749926001181,Americana | Brasileira
2749926001262,Americana | Brasileira
2749926001424,Americana | Brasileira
2750945000156,Brasileira
2752622000100,Brasileira | Cozinha regional
2754147000100,Alemã
2754732000100,Alemã
2757474000531,Cozinha regional
2759189000126,Brasileira
2763385000174,Cozinha regional
2771282000156,Brasileira | Cozinha regional
2772532000172,Brasileira
2774492000106,Brasileira
2775869000133,Brasileira
2776596000141,Brasileira | Cozinha regional
2779363000100,Brasileira | Cozinha regional
2779787000167,Brasileira | Italiana | Portuguesa
2780804000186,Brasileira | Cozinha regional
2783664000108,Brasileira | Cozinha regional
2788189000154,Brasileira
2789588000130,Brasileira
2792494000110,Italiana
2793899000172,Cozinha regional
2797100000116,Brasileira
2800043000187,Brasileira
2800448000115,Argentina | Brasileira
2800486000178,Brasileira
2801820000108,Árabe
2814103000110,Americana | Brasileira
2834073000104,Americana | Cozinha regional | Italiana
2834334000196,Brasileira
2839603000107,Brasileira
2843906000101,Brasileira
2844511000115,Brasileira
2844511000387,Brasileira
2851137000185,Brasileira | Italiana
2853946000126,Brasileira
2855949000107,Americana | Brasileira
2855949000360,Americana | Brasileira
2855949000441,Americana | Brasileira
2855949000522,Americana
2861681000108,Brasileira | Francesa | Japonesa
2861681000299,Brasileira | Francesa
2867819000186,Brasileira
2876218000130,Italiana
2876218000563,Cozinha regional
2876218000644,Cozinha regional
2880351000160,Americana | Portuguesa
2883035000141,Cozinha regional | Portuguesa
2883113000108,Brasileira
2887906000103,Brasileira
2891567000120,Americana | Brasileira
2892193000168,Cozinha regional
2892222000191,Brasileira | Cozinha regional
2898342000104,Brasileira
2899513000101,Brasileira
2900638000104,Cozinha regional
2905110011405,Brasileira
2907096000100,Brasileira
2910194000198,Cozinha regional | Portuguesa
2911327000140,Árabe
2914457000137,Brasileira
2918194000134,Cozinha regional
2922293000270,Brasileira
2924129000111,Brasileira
2929362000197,Brasileira
2930800000137,Italiana | Árabe
2931017000198,Brasileira | Cozinha regional
2933463000131,Brasileira | Italiana
2933954000182,Brasileira
2940991000118,Brasileira | Cozinha regional
2944802000185,Tailandesa
2949624000185,Alemã
2950754000138,Brasileira
2962475000194,Brasileira | Cozinha regional | Italiana
2965098000147,Alemã | Brasileira | Italiana
2967041000187,Brasileira
2967526000170,Italiana
2969752000190,Brasileira
2970400000155,Brasileira
2970642000149,Brasileira
2978166000102,Brasileira
2986561000137,Brasileira
2989735000115,Italiana
2991573000150,Brasileira | Portuguesa
2992029000122,Italiana | Árabe
2993356000107,Espanhola
3000333000109,Americana
3000333000290,Americana
3000333000370,Americana
3000333000451,Americana
3000333000532,Americana
3007458000160,Brasileira
3010671000121,Brasileira
3011985000149,Brasileira
3020635000149,Brasileira
3029640000112,Cozinha regional
3030762000129,Brasileira
3031912000119,Brasileira
3035836000110,Americana
3035836001000,Americana
3041631000147,Italiana
3042206000172,Brasileira
3047386000185,Brasileira
3057875000118,Brasileira
3065303000180,Italiana
3067780000185,Brasileira | Chinesa | Cozinha regional
3069059001104,Brasileira | Cozinha regional | Italiana
3069726000179,Brasileira | Italiana
3072365000110,Japonesa
3076198000185,Brasileira
3083296000140,Cozinha regional | Espanhola
3090571000152,Brasileira
3094601000107,Cozinha regional
3094957000132,Alemã | Brasileira | Cozinha regional
3096787000125,Brasileira | Cozinha regional
3103698000169,Americana
3103932000158,Cozinha regional
3106463000120,Cozinha regional
3110894000160,Brasileira | Cozinha regional
3111816000180,Brasileira | Cozinha regional
3113970000191,Brasileira
3114885000148,Cozinha regional
3116607000120,Brasileira
3116607000804,Brasileira
3116607001010,Brasileira
3116607001100,Brasileira
3116607001282,Brasileira
3116607001525,Brasileira
3116607001797,Brasileira
3116607002092,Brasileira
3117840000127,Brasileira | Cozinha regional
3118057000188,Brasileira
3119648000170,Brasileira | Cozinha regional
3119648000250,Brasileira | Cozinha regional
3120020000194,Brasileira
3123757000160,Brasileira | Cozinha regional
3129872000142,Brasileira
3136532000149,Cozinha regional
3138043000126,Brasileira | Cozinha regional
3140338000137,Italiana | Árabe
3143650000184,Alemã | Brasileira
3146491000171,Italiana
3152315000142,Brasileira
3164205000109,Cozinha regional
3172061000124,Brasileira
3172111000173,Brasileira
3177784000116,Brasileira | Cozinha regional
3185546000152,Brasileira
3200781000156,Americana | Brasileira
3208511000191,Brasileira
3210287000172,Brasileira
3210755000109,Brasileira
3216534000148,Brasileira
3216572000109,Brasileira
3218681000157,Brasileira
3220173000103,Árabe
3220301000119,Italiana | Árabe
3221095000242,Cozinha regional
3221095000323,Cozinha regional
3221095000404,Cozinha regional
3221095000676,Cozinha regional
3221095000757,Cozinha regional
3221095000838,Cozinha regional
3221095000919,Cozinha regional
3221095001052,Cozinha regional
3221095001133,Cozinha regional
3221095001303,Cozinha regional
3223918000198,Americana | Brasileira
3227737000130,Brasileira
3229061000113,Brasileira
3230547000171,Brasileira
3238312000126,Italiana | Árabe
3242459000190,Brasileira
3243951000180,Brasileira
3244945000147,Cozinha regional
3245445000120,Cozinha regional
3246670000180,Brasileira | Italiana | Árabe
3247636000120,Brasileira
3247760000196,Cozinha regional
3247760000277,Brasileira | Cozinha regional
3247760000358,Cozinha regional
3247760000510,Brasileira | Cozinha regional
3252773000153,Brasileira
3255668000178,Brasileira
3257681000166,Italiana
3266748000129,Árabe
3269803000134,Americana
3278200000107,Brasileira
3278582000160,Brasileira | Cozinha regional | Italiana
3279576000128,Portuguesa
3280352000136,Brasileira
3289420000128,Brasileira
3290681000168,Brasileira | Cozinha regional
3293606000150,Brasileira
3296030000185,Brasileira
3296517000168,Brasileira
3306282000148,Brasileira
3313520000142,Brasileira
3316854000170,Brasileira
3317577000110,Alemã
3317634000160,Brasileira
3317828000166,Italiana | Árabe
3318477000108,Cozinha regional
3318703000150,Brasileira
3319435000191,Brasileira | Cozinha regional
3322045000170,Brasileira | Cozinha regional
3324521000192,Brasileira
3325394000146,Brasileira
3327191000199,Brasileira | Cozinha regional
3327197000166,Argentina
3327197000409,Francesa
3327197000590,Portuguesa
3345935000106,Brasileira
3347889000176,Italiana
3349324000128,Italiana | Árabe
3349877000180,Brasileira
3350407000137,Brasileira | Cozinha regional
3350588000100,Brasileira | Cozinha regional
3353640000173,Brasileira
3353890000103,Brasileira | Japonesa
3355311000161,Brasileira
3359204000101,Brasileira | Portuguesa
3361880000110,Brasileira
3365173000100,Brasileira
3365173000282,Italiana
3370048000180,Cozinha regional
3371491000175,Brasileira
3376150000192,Brasileira
3377148000138,Brasileira | Cozinha regional
3377305000105,Cozinha regional
3378097000169,Brasileira
3379860000176,Italiana
3384136000130,Brasileira | Cozinha regional
3384363000166,Brasileira
3388128000162,Portuguesa
3389050000109,Brasileira
3389698000177,Americana | Brasileira
3390852000120,Italiana
3391944000125,Brasileira
3395181000190,Alemã | Brasileira | Italiana
3396002000130,Brasileira
3396661000176,Italiana
3402488000171,Brasileira | Italiana
3403020000100,Brasileira
3403880000135,Alemã | Brasileira | Cozinha regional
3404473000142,Brasileira
3404572000124,Brasileira
3407631000118,Brasileira | Cozinha regional
3408771000100,Italiana
3415158000110,Cozinha regional
3415979000157,Brasileira | Japonesa | Portuguesa
3416354000100,Árabe
3418070000152,Brasileira
3422299000160,Brasileira
3427671000121,Brasileira
3430955000177,Brasileira
3433171000100,Asiática
3433171000283,Asiática
3434295000100,Italiana
3436477000102,Brasileira
3436935000103,Alemã
3438675000105,Brasileira | Cozinha regional
3445568000104,Brasileira | Italiana | Portuguesa
3449275000103,Americana
3449785000172,Brasileira | Italiana | Portuguesa
3452727000106,Italiana | Árabe
3459794000144,Brasileira | Cozinha regional
3461374000100,Brasileira | Cozinha regional
3461935000163,Brasileira
3463502000147,Brasileira
3464186000128,Brasileira | Cozinha regional | Italiana
3465317000191,Brasileira
3465317000272,Brasileira
3469151000181,Americana | Brasileira | Portuguesa
3470693000174,Cozinha regional
3474576000189,Árabe
3475252000165,Italiana
3475267000123,Brasileira
3476288000163,Brasileira
3490977000122,Brasileira | Cozinha regional
3491930000183,Brasileira | Cozinha regional
3495840000160,Brasileira
3496022000263,Brasileira
3496536000219,Cozinha regional
3497178000188,Brasileira | Italiana
3498633000160,Brasileira
3499306000122,Brasileira
3502936000109,Espanhola | Italiana | Portuguesa
3504618000187,Brasileira
3508465000146,Brasileira
3520266000153,Brasileira
3521121000177,Cozinha regional
3526511000130,Brasileira | Italiana | Árabe
3529356000105,Brasileira | Cozinha regional
3532941000164,Brasileira
3542934000143,Brasileira
3550255000116,Grega
3558599000171,Brasileira
3560043000110,Brasileira
3560062000146,Brasileira
3560187000176,Brasileira | Cozinha regional
3568849000154,Brasileira | Francesa | Italiana
3569434000103,Brasileira
3569924000100,Brasileira
3570521000172,Italiana | Árabe
3571057000139,Brasileira | Cozinha regional | Italiana
3572023000169,Espanhola | Portuguesa
3574234000130,Brasileira | Cozinha regional
3574984000102,Brasileira | Cozinha regional
3575262000172,Árabe
3578236000106,Brasileira
3578412000100,Americana | Brasileira
3587338000180,Brasileira | Cozinha regional
3591909000150,Brasileira | Cozinha regional
3593773000117,Americana
3593773000206,Americana
3593773000389,Americana
3593773000460,Americana
3595555000111,Brasileira
3603514000120,Brasileira
3603739002049,Alemã
3612506000140,Brasileira | Francesa | Italiana
3615271000140,Brasileira | Cozinha regional
3616785000110,Brasileira
3616827000970,Brasileira
3617486000108,Alemã | Italiana | Portuguesa
3620699000180,Italiana
3621761000159,Americana
3626011000250,Brasileira | Portuguesa
3627723000103,Brasileira
3635326000183,Italiana
3640022000104,Italiana | Árabe
3644843001271,Brasileira
3645998000170,Brasileira | Cozinha regional
3645998000250,Brasileira | Cozinha regional
3649906000120,Brasileira
3649906000200,Brasileira
3653168000194,Brasileira | Cozinha regional
3656427000130,Brasileira
3659308000131,Brasileira
3662644000133,Brasileira
3662703000173,Americana | Argentina | Brasileira
3665927000139,Alemã | Brasileira | Italiana
3674024000114,Brasileira
3674526000145,Brasileira
3676428000147,Italiana
3677011000280,Cozinha regional
3678192000188,Brasileira | Cozinha regional | Italiana
3680381000195,Brasileira
3684328000162,Cozinha regional
3684943000179,Chinesa
3686001000120,Italiana
3694282000162,Brasileira
3695050000129,Americana | Brasileira | Italiana
3695266000194,Brasileira
3697289000138,Brasileira
3700696000157,Japonesa
3707884000107,Brasileira
3715598000193,Italiana | Árabe
3716136000190,Brasileira
3720726000197,Brasileira | Japonesa
3722508000191,Americana
3722508000434,Americana
3722508000787,Americana
3722874000140,Chinesa | Japonesa
3725764000132,Brasileira | Cozinha regional
3730874000192,Brasileira
3730968000161,Brasileira
3734057000102,Brasileira
3735469000167,Italiana
3735926000113,Alemã | Brasileira
3738023000196,Brasileira
3742585000103,Italiana | Árabe
3746632000197,Alemã | Italiana
3750183000150,Brasileira
3754198000197,Brasileira | Cozinha regional
3756654000138,Brasileira
3756893000198,Brasileira | Árabe
3776210000164,Americana
3776210000245,Americana
3776210000326,Americana
3776210000750,Americana
3776210001055,Americana
3777508000199,Brasileira
3779045000102,Alemã | Brasileira | Italiana
3787596000100,Brasileira
3788862000119,Brasileira
3789455000126,Brasileira
3797763000101,Cozinha regional
3803709000113,Alemã
3804365000167,Italiana | Árabe
3808132000132,Brasileira
3816316000144,Árabe
3818211000124,Americana | Brasileira
3821134000161,Brasileira
3822233000168,Brasileira | Italiana
3823696000144,Brasileira
3826032000139,Brasileira | Cozinha regional
3829098000182,Italiana
3829098000263,Italiana
3829098000344,Italiana
3831249000137,Brasileira | Cozinha regional
3840057000197,Alemã | Brasileira | Portuguesa
3841184000100,Cozinha regional
3841372000139,Brasileira | Cozinha regional | Italiana
3841459000106,Brasileira
3843968000178,Brasileira
3852211000140,Brasileira | Cozinha regional
3855931000160,Brasileira
3857534000127,Brasileira
3858435000160,Brasileira | Árabe
3859488000103,Brasileira | Cozinha regional
3865659000107,Brasileira | Cozinha regional
3866186000154,Brasileira
3867005000104,Italiana | Árabe
3867185000124,Italiana | Árabe
3867308000127,Italiana | Árabe
3867398000156,Brasileira | Italiana
3872291000104,Italiana
3872357000158,Cozinha regional
3873837000133,Brasileira
3874957000155,Brasileira
3875130000166,Brasileira | Italiana | Portuguesa
3875130000247,Brasileira | Cozinha regional | Francesa
3875410000174,Brasileira
3875410000336,Brasileira
3876515000148,Brasileira | Cozinha regional
3881635000133,Italiana | Árabe
3887314000146,Brasileira
3887522000145,Brasileira
3896407000137,Brasileira
3896904000135,Japonesa
3898603000140,Brasileira
3901178000100,Cozinha regional
3903554000197,Brasileira
3908162000110,Americana | Brasileira
3909885000134,Brasileira
3911760000149,Brasileira
3928813000134,Chinesa | Japonesa
3929967000140,Italiana
3930680000300,Argentina | Brasileira | Espanhola
3931499000149,Brasileira
3938378000129,Brasileira
3942231000102,Brasileira
3942231000293,Brasileira
3942231000374,Brasileira
3942231000455,Brasileira
3942231000536,Brasileira
3942231000617,Brasileira
3942231000706,Brasileira
3942231000889,Brasileira
3942231000960,Brasileira
3942231001001,Brasileira
3942231001184,Brasileira
3948770000159,Brasileira
3949913000147,Cozinha regional
3953506000103,Francesa | Italiana
3955560000198,Brasileira | Portuguesa
3957108000165,Brasileira
3959758000140,Brasileira | Cozinha regional
3969459000196,Brasileira | Cozinha regional
3971027000110,Americana
3971027000209,Americana
3974700000175,Brasileira
3978115000143,Italiana
3978676000142,Brasileira
3978733000193,Brasileira
3980863000160,Italiana | Árabe
3986146000146,Brasileira
3993298000176,Argentina | Brasileira | Italiana
3993298000257,Argentina | Brasileira | Italiana
3993298000338,Italiana
3993747000186,Italiana
3996379000120,Japonesa
3999221000103,Brasileira
4001812000102,Italiana | Árabe
4005395000176,Brasileira | Portuguesa
4006465000291,Cozinha regional
4009504000123,Brasileira
4013183000130,Italiana | Árabe
4015140000194,Japonesa
4017015000113,Brasileira
4020428000157,Brasileira | Cozinha regional
4027102000151,Brasileira | Cozinha regional | Portuguesa
